depth~type~parentType~instantiable~displayType~name~display~iba~required~type~unit~length~single~upperCase~regularExpr~defaultValue~legalValues~EnumeratedValues
0~CUSTClassification~~No~CUST~~~~~~~~~~~~~
1~CUSTOMClassification~CUSTClassification~No~CUSTOM~~~~~~~~~~~~~
2~CUSTOMConsumable~CUSTOMClassification~No~Consumable~~~~~~~~~~~~~
3~CUSTOMCablesandWires~CUSTOMConsumable~No~Cables and Wires~~~~~~~~~~~~~
3~CUSTOMCablesandWires~CUSTOMConsumable~No~Cables and Wires~CUSTOMGauge~Gauge~Yes~No~String~~20~Yes~No~~~~
4~CUSTOMCablesandWiresBondingBraid~CUSTOMCablesandWires~No~Bonding Braid~~~~~~~~~~~~~
4~CUSTOMCablesandWiresBondingBraid~CUSTOMCablesandWires~No~Bonding Braid~CUSTOMConductorNumber~Number of Conductors~Yes~No~String~~500~Yes~No~~~~
4~CUSTOMCablesandWiresBondingBraid~CUSTOMCablesandWires~No~Bonding Braid~CUSTOMCrossSectionArea~Cross Section Area~Yes~No~FloatingPointWithUnits~Area (m**2)~~Yes~No~~~~
4~CUSTOMCablesandWiresBondingBraid~CUSTOMCablesandWires~No~Bonding Braid~CUSTOMMaterial~Material~Yes~Yes~String~~500~Yes~No~~~Copper|Aluminium|Other~
4~CUSTOMCablesandWiresBondingBraid~CUSTOMCablesandWires~No~Bonding Braid~CUSTOMPlating~Plating~Yes~No~String~~20~Yes~No~~~~
4~CUSTOMCablesandWiresBondingBraid~CUSTOMCablesandWires~No~Bonding Braid~CUSTOMSpecification~Specification~Yes~No~String~~20~Yes~No~~~~
5~CUSTOMCablesandWiresCableFlat~CUSTOMCablesandWiresBondingBraid~Yes~Flat~~~~~~~~~~~~~
5~CUSTOMCablesandWiresCableFlat~CUSTOMCablesandWiresBondingBraid~Yes~Flat~CUSTOMThickness~Thickness~Yes~Yes~FloatingPointWithUnits~Length (mm)~~Yes~No~~~~
5~CUSTOMCablesandWiresCableFlat~CUSTOMCablesandWiresBondingBraid~Yes~Flat~CUSTOMWidth~Width~Yes~Yes~FloatingPointWithUnits~Length (mm)~~Yes~No~~~~
5~CUSTOMCablesandWiresCableRound~CUSTOMCablesandWiresBondingBraid~Yes~Round~~~~~~~~~~~~~
5~CUSTOMCablesandWiresCableRound~CUSTOMCablesandWiresBondingBraid~Yes~Round~CUSTOMOuterDiameter~Outer Diameter~Yes~Yes~FloatingPointWithUnits~Length (mm)~~Yes~No~~~~
4~CUSTOMCablesandWiresCable~CUSTOMCablesandWires~No~Cable~~~~~~~~~~~~~
4~CUSTOMCablesandWiresCable~CUSTOMCablesandWires~No~Cable~CUSTOMColor~Color~Yes~No~String~~500~No~No~~~~CUSTOMColor
4~CUSTOMCablesandWiresCable~CUSTOMCablesandWires~No~Cable~CUSTOMConductorDiameter~Conductor Diameter~Yes~No~FloatingPointWithUnits~Length (mm)~~Yes~No~~~~
4~CUSTOMCablesandWiresCable~CUSTOMCablesandWires~No~Cable~CUSTOMConductorMaterial~Conductor Material~Yes~No~String~~500~Yes~No~~~Copper|Aluminium|Other~
4~CUSTOMCablesandWiresCable~CUSTOMCablesandWires~No~Cable~CUSTOMConductorNumber~Number of Conductors~Yes~No~String~~500~Yes~No~~~~
