name~displayName csvisDefault~displayName csvvalue~selectable csvisDefault~selectable csvvalue~sort_order csvisDefault~sort_order csvvalue
A0~false~A0~false~true~false~0
A1~false~A1~false~true~false~1
A2~false~A2~false~true~false~2
A3~false~A3~false~true~false~3
A4~false~A4~false~true~false~4
HN~false~Hors Norme~false~true~false~5
MF~false~Multi-Format~false~true~false~6
